Date|AAPL|AGG|AMZN|BND|BTC-USD|COP|CROMF|CVX|DUK|EXC|FB|GC=F|GOOGL|HYG|IEF|JNK|JPM|KO|LQD|MSFT|MUB|NEE|NFLX|NVDA|PEHN.SW|PEP|PFFA|PG|SHY|TIP|TLT|TSLA|V|XOM|^GSPC|^IRX
2021-02-26|118.37735748291016|107.78273010253906|148.8784942626953|79.85585021972656|48561.16796875|50.36583709716797|10.117273330688477|94.50360870361328|78.34441375732422|25.894187927246094||1700.199951171875|101.69650268554688|76.09727478027344|109.58209228515625|93.8126449584961|140.27981567382812|46.31187057495117|120.10211181640625|221.75790405273438|109.31132507324219|67.46797943115234|511.2900085449219|123.4351806640625||119.4127426147461|18.04730987548828|114.7920913696289|83.4094467163086|110.4024658203125|130.74868774414062|207.14666748046875|207.7495880126953|52.794246673583984|3768.469970703125|0.02800000086426735
2021-03-01|||||||||||||||||||||||||61.47878646850586|||||||||||
2021-03-05|120.18064880371094|108.0361099243164|155.67950439453125|79.98529052734375|57805.12109375|54.17815017700195|10.117273330688477|100.55365753173828|82.1773681640625|27.36566925048828||1722.300048828125|105.0270004272461|76.66914367675781|109.77281188964844|94.48554992675781|143.78309631347656|47.1835823059082|120.6062240600586|231.92984008789062|110.27362823486328|70.8465805053711|523.0599975585938|129.6542205810547||124.46783447265625|18.454925537109375|119.2653579711914|83.43069458007812|111.19660949707031|131.25537109375|233.1999969482422|222.13978576660156|55.132266998291016|3939.340087890625|0.02800000086426735
2021-03-08|||||||||||||||||||||||||64.763916015625|||||||||||
2021-03-12|118.77153015136719|107.07320404052734|151.39950561523438|79.23387145996094|57858.921875|48.33744430541992|11.172987937927246|94.15995788574219|83.66343688964844|28.07225227355957||1732.199951171875|101.06700134277344|75.81138610839844|108.23209381103516|93.43822479248047|146.88571166992188|46.8961067199707|118.96678161621094|225.660400390625|109.58139038085938|67.3165512084961|504.7900085449219|126.9938735961914||123.82316589355469|18.622772216796875|120.94754028320312|83.44033813476562|109.99656677246094|126.44934844970703|217.72000122070312|216.7471466064453|51.085697174072266|3915.4599609375|0.003000000026077032
2021-03-15|||||||||||||||||||||||||64.763916015625|||||||||||
2021-03-19|118.83063507080078|107.71512603759766|152.31300354003906|79.76924133300781|51704.16015625|48.509498596191406|11.172987937927246|95.01908111572266|86.56306457519531|28.51272964477539||1724.9000244140625|101.62300109863281|76.6337890625|109.05508422851562|94.36333465576172|142.13397216796875|48.64229202270508|120.14312744140625|227.244873046875|109.95124053955078|69.51216125488281|502.8599853515625|125.12478637695312||130.4567108154297|18.830581665039062|125.43959045410156|83.46936798095703|111.17893981933594|129.48968505859375|213.4633331298828|204.28216552734375|50.5191764831543|3909.52001953125|0.014999999664723873
2021-03-22|||||||||||||||||||||||||66.64112854003906|||||||||||
2021-03-26|121.20547485351562|107.65848541259766|158.0500030517578|79.64716339111328|59095.80859375|48.91697692871094|11.032225608825684|95.634033203125|87.24267578125|28.867740631103516||1726.5|106.48899841308594|76.9963607788086|108.48091888427734|94.81718444824219|143.21475219726562|49.10047149658203|120.97673797607422|237.03533935546875|109.99864959716797|71.70779418945312|539.4199829101562|137.86659240722656||131.99832153320312|19.611604690551758|126.19140625|83.40168762207031|110.79071044921875|129.83905029296875|220.5833282470703|213.01449584960938|51.60725021362305|4019.8701171875|0.00800000037997961
2021-03-29|||||||||||||||||||||||||69.45695495605469|||||||||||
2021-04-02|128.45811462402344|108.07666778564453|164.96499633789062|80.07281494140625|58323.953125|46.399600982666016|11.084378242492676|93.16519165039062|88.45690155029297|29.518600463867188||1756.800048828125|112.52149963378906|77.42547607421875|109.07483673095703|95.45259094238281|144.52845764160156|49.67087173461914|121.63111114501953|247.69631958007812|110.46583557128906|73.59111022949219|554.5800170898438|142.90992736816406||133.17552185058594|19.780603408813477|128.9918975830078|83.45873260498047|111.11810302734375|130.48934936523438|227.93333435058594|216.78640747070312|50.35731887817383|4097.169921875|0.004999999888241291
2021-04-05|||||||||||||||||||||||||75.08859252929688|||||||||||
2021-04-09|132.53770446777344|108.57779693603516|168.95449829101562|80.43993377685547|63314.01171875|46.99725341796875|11.358393669128418|93.52691650390625|90.38695526123047|30.090560913085938||1765.4000244140625|114.26249694824219|77.62068176269531|109.7355728149414|95.66279602050781|142.6149444580078|49.86722946166992|122.47563171386719|253.80929565429688|111.14968872070312|75.88136291503906|549.219970703125|161.07937622070312||132.9606475830078|19.708175659179688|128.9730987548828|83.45873260498047|111.9052734375|132.701904296875|246.28334045410156|222.26747131347656|51.23855972290039|4170.419921875|0.009999999776482582
2021-04-12|||||||||||||||||||||||||76.49650573730469|||||||||||
2021-04-16|130.0150604248047|108.51158905029297|165.45199584960938|80.43052673339844|51762.2734375|44.78774642944336|11.40259075164795|91.29319763183594|90.68598175048828|29.636934280395508||1781.199951171875|112.6259994506836|77.31900787353516|109.79301452636719|95.32994079589844|138.11634826660156|50.90515899658203|122.0950927734375|251.53038024902344|111.1971435546875|74.1210708618164|508.7799987792969|148.23272705078125||136.47361755371094|19.603559494018555|126.52034759521484|83.4684066772461|111.98490142822266|132.73971557617188|239.89666748046875|223.53463745117188|49.700870513916016|4134.97998046875|0.014999999664723873
2021-04-19|||||||||||||||||||||||||75.08859252929688|||||||||||
